contrast,time,channel,t_obs,cluster,p_val
blurr_left - normal_left,0.4380,Pz,-4.5638,NA,1.0000
blurr_left - normal_left,0.4380,P4,-0.7674,NA,1.0000
blurr_left - normal_left,0.4380,P6,0.0863,NA,1.0000
blurr_left - normal_left,0.4380,P8,1.2698,NA,1.0000
blurr_left - normal_left,0.4380,PO9,-0.2634,NA,1.0000
blurr_left - normal_left,0.4380,PO7,-1.0947,NA,1.0000
blurr_left - normal_left,0.4380,PO3,-4.1889,NA,1.0000
blurr_left - normal_left,0.4380,POz,-1.4325,NA,1.0000
blurr_left - normal_left,0.4380,PO4,-0.6300,NA,1.0000
blurr_left - normal_left,0.4380,PO8,0.2940,NA,1.0000
blurr_left - normal_left,0.4380,PO10,0.5373,NA,1.0000
blurr_left - normal_left,0.4380,O1,-0.7287,NA,1.0000
blurr_left - normal_left,0.4380,Oz,-0.5123,NA,1.0000
blurr_left - normal_left,0.4380,O2,-0.2737,NA,1.0000
blurr_left - normal_left,0.4400,Fp1,0.8264,NA,1.0000
blurr_left - normal_left,0.4400,Fpz,0.9886,NA,1.0000
blurr_left - normal_left,0.4400,Fp2,-1.3020,NA,1.0000
blurr_left - normal_left,0.4400,AF7,0.6407,NA,1.0000
blurr_left - normal_left,0.4400,AF3,1.0020,NA,1.0000
blurr_left - normal_left,0.4400,AFz,0.6289,NA,1.0000
blurr_left - normal_left,0.4400,AF4,-0.5124,NA,1.0000
blurr_left - normal_left,0.4400,AF8,-0.6432,NA,1.0000
blurr_left - normal_left,0.4400,F9,2.1516,NA,1.0000
blurr_left - normal_left,0.4400,F7,1.4166,NA,1.0000
blurr_left - normal_left,0.4400,F5,0.7024,NA,1.0000
blurr_left - normal_left,0.4400,F3,1.1535,NA,1.0000
blurr_left - normal_left,0.4400,Fz,0.5442,NA,1.0000
blurr_left - normal_left,0.4400,F4,-2.6670,NA,1.0000
blurr_left - normal_left,0.4400,F6,-2.3350,NA,1.0000
blurr_left - normal_left,0.4400,F8,1.9785,NA,1.0000
blurr_left - normal_left,0.4400,F10,3.7729,NA,1.0000
blurr_left - normal_left,0.4400,FT7,1.6576,NA,1.0000
blurr_left - normal_left,0.4400,FC5,1.0220,NA,1.0000
blurr_left - normal_left,0.4400,FC3,2.0444,NA,1.0000
blurr_left - normal_left,0.4400,FC1,1.9976,NA,1.0000
blurr_left - normal_left,0.4400,FC2,-29.1612,neg_166,1.0000
blurr_left - normal_left,0.4400,FC4,-5.7359,NA,1.0000
blurr_left - normal_left,0.4400,FC6,-0.2006,NA,1.0000
blurr_left - normal_left,0.4400,FT8,3.6702,NA,1.0000
blurr_left - normal_left,0.4400,T7,2.8700,NA,1.0000
blurr_left - normal_left,0.4400,C5,0.5839,NA,1.0000
blurr_left - normal_left,0.4400,C3,1.5749,NA,1.0000
blurr_left - normal_left,0.4400,C1,2.1101,NA,1.0000
blurr_left - normal_left,0.4400,Cz,-1.2773,NA,1.0000
blurr_left - normal_left,0.4400,C2,-5.4199,NA,1.0000
blurr_left - normal_left,0.4400,C4,-2.9135,NA,1.0000
blurr_left - normal_left,0.4400,C6,0.8838,NA,1.0000
blurr_left - normal_left,0.4400,T8,1.3798,NA,1.0000
blurr_left - normal_left,0.4400,TP9,-0.3588,NA,1.0000
blurr_left - normal_left,0.4400,TP7,0.9400,NA,1.0000
blurr_left - normal_left,0.4400,CP5,-0.5651,NA,1.0000
blurr_left - normal_left,0.4400,CP3,-3.0335,NA,1.0000
blurr_left - normal_left,0.4400,CP1,-16.3322,neg_164,1.0000
blurr_left - normal_left,0.4400,CPz,-4.5705,NA,1.0000
blurr_left - normal_left,0.4400,CP2,-3.0067,NA,1.0000
blurr_left - normal_left,0.4400,CP4,-0.8508,NA,1.0000
blurr_left - normal_left,0.4400,CP6,0.4282,NA,1.0000
blurr_left - normal_left,0.4400,TP8,1.5392,NA,1.0000
blurr_left - normal_left,0.4400,TP10,6.8567,NA,1.0000
blurr_left - normal_left,0.4400,P7,-1.2832,NA,1.0000
blurr_left - normal_left,0.4400,P5,-3.7148,NA,1.0000
blurr_left - normal_left,0.4400,P3,-7.8269,NA,1.0000
blurr_left - normal_left,0.4400,Pz,-4.1926,NA,1.0000
blurr_left - normal_left,0.4400,P4,-0.7777,NA,1.0000
blurr_left - normal_left,0.4400,P6,0.1192,NA,1.0000
blurr_left - normal_left,0.4400,P8,1.3746,NA,1.0000
blurr_left - normal_left,0.4400,PO9,0.0009,NA,1.0000
blurr_left - normal_left,0.4400,PO7,-0.9234,NA,1.0000
blurr_left - normal_left,0.4400,PO3,-3.5711,NA,1.0000
blurr_left - normal_left,0.4400,POz,-1.3140,NA,1.0000
blurr_left - normal_left,0.4400,PO4,-0.5970,NA,1.0000
blurr_left - normal_left,0.4400,PO8,0.3662,NA,1.0000
blurr_left - normal_left,0.4400,PO10,0.6576,NA,1.0000
blurr_left - normal_left,0.4400,O1,-0.5395,NA,1.0000
blurr_left - normal_left,0.4400,Oz,-0.3516,NA,1.0000
blurr_left - normal_left,0.4400,O2,-0.1471,NA,1.0000
blurr_left - normal_left,0.4420,Fp1,0.7312,NA,1.0000
blurr_left - normal_left,0.4420,Fpz,0.8957,NA,1.0000
blurr_left - normal_left,0.4420,Fp2,-1.3546,NA,1.0000
blurr_left - normal_left,0.4420,AF7,0.5122,NA,1.0000
blurr_left - normal_left,0.4420,AF3,0.9096,NA,1.0000
blurr_left - normal_left,0.4420,AFz,0.6184,NA,1.0000
blurr_left - normal_left,0.4420,AF4,-0.4874,NA,1.0000
blurr_left - normal_left,0.4420,AF8,-0.7087,NA,1.0000
blurr_left - normal_left,0.4420,F9,1.8724,NA,1.0000
blurr_left - normal_left,0.4420,F7,1.2773,NA,1.0000
blurr_left - normal_left,0.4420,F5,0.6169,NA,1.0000
blurr_left - normal_left,0.4420,F3,1.1498,NA,1.0000
blurr_left - normal_left,0.4420,Fz,0.5548,NA,1.0000
blurr_left - normal_left,0.4420,F4,-2.9047,NA,1.0000
blurr_left - normal_left,0.4420,F6,-2.4949,NA,1.0000
blurr_left - normal_left,0.4420,F8,2.3170,NA,1.0000
blurr_left - normal_left,0.4420,F10,2.4533,NA,1.0000
blurr_left - normal_left,0.4420,FT7,1.5301,NA,1.0000
blurr_left - normal_left,0.4420,FC5,0.9490,NA,1.0000
blurr_left - normal_left,0.4420,FC3,2.0080,NA,1.0000
blurr_left - normal_left,0.4420,FC1,2.2562,NA,1.0000
blurr_left - normal_left,0.4420,FC2,-11.8268,NA,1.0000
blurr_left - normal_left,0.4420,FC4,-4.4807,NA,1.0000
blurr_left - normal_left,0.4420,FC6,-0.0586,NA,1.0000
blurr_left - normal_left,0.4420,FT8,5.1055,NA,1.0000
blurr_left - normal_left,0.4420,T7,2.2638,NA,1.0000
blurr_left - normal_left,0.4420,C5,0.5287,NA,1.0000
blurr_left - normal_left,0.4420,C3,1.5813,NA,1.0000
blurr_left - normal_left,0.4420,C1,1.6615,NA,1.0000
blurr_left - normal_left,0.4420,Cz,-1.1338,NA,1.0000
blurr_left - normal_left,0.4420,C2,-4.4774,NA,1.0000
blurr_left - normal_left,0.4420,C4,-2.8350,NA,1.0000
blurr_left - normal_left,0.4420,C6,0.8152,NA,1.0000
blurr_left - normal_left,0.4420,T8,1.4721,NA,1.0000
blurr_left - normal_left,0.4420,TP9,-0.4399,NA,1.0000
blurr_left - normal_left,0.4420,TP7,0.8589,NA,1.0000
blurr_left - normal_left,0.4420,CP5,-0.5967,NA,1.0000
blurr_left - normal_left,0.4420,CP3,-3.2929,NA,1.0000
blurr_left - normal_left,0.4420,CP1,-11.0230,NA,1.0000
blurr_left - normal_left,0.4420,CPz,-3.9396,NA,1.0000
blurr_left - normal_left,0.4420,CP2,-2.6843,NA,1.0000
blurr_left - normal_left,0.4420,CP4,-0.8590,NA,1.0000
blurr_left - normal_left,0.4420,CP6,0.4728,NA,1.0000
blurr_left - normal_left,0.4420,TP8,1.6643,NA,1.0000
blurr_left - normal_left,0.4420,TP10,32.0759,pos_93,1.0000
blurr_left - normal_left,0.4420,P7,-1.2419,NA,1.0000
blurr_left - normal_left,0.4420,P5,-4.1905,NA,1.0000
blurr_left - normal_left,0.4420,P3,-9.4323,NA,1.0000
blurr_left - normal_left,0.4420,Pz,-3.7936,NA,1.0000
blurr_left - normal_left,0.4420,P4,-0.8140,NA,1.0000
blurr_left - normal_left,0.4420,P6,0.1331,NA,1.0000
blurr_left - normal_left,0.4420,P8,1.5277,NA,1.0000
blurr_left - normal_left,0.4420,PO9,0.1561,NA,1.0000
blurr_left - normal_left,0.4420,PO7,-0.8479,NA,1.0000
blurr_left - normal_left,0.4420,PO3,-3.1253,NA,1.0000
blurr_left - normal_left,0.4420,POz,-1.2361,NA,1.0000
blurr_left - normal_left,0.4420,PO4,-0.6120,NA,1.0000
blurr_left - normal_left,0.4420,PO8,0.4141,NA,1.0000
blurr_left - normal_left,0.4420,PO10,0.7502,NA,1.0000
blurr_left - normal_left,0.4420,O1,-0.4123,NA,1.0000
blurr_left - normal_left,0.4420,Oz,-0.2345,NA,1.0000
blurr_left - normal_left,0.4420,O2,-0.0611,NA,1.0000
blurr_left - normal_left,0.4440,Fp1,0.6462,NA,1.0000
blurr_left - normal_left,0.4440,Fpz,0.8519,NA,1.0000
blurr_left - normal_left,0.4440,Fp2,-1.2974,NA,1.0000
blurr_left - normal_left,0.4440,AF7,0.4401,NA,1.0000
blurr_left - normal_left,0.4440,AF3,0.8694,NA,1.0000
blurr_left - normal_left,0.4440,AFz,0.6357,NA,1.0000
blurr_left - normal_left,0.4440,AF4,-0.2537,NA,1.0000
blurr_left - normal_left,0.4440,AF8,-0.7577,NA,1.0000
blurr_left - normal_left,0.4440,F9,1.6342,NA,1.0000
blurr_left - normal_left,0.4440,F7,1.1806,NA,1.0000
blurr_left - normal_left,0.4440,F5,0.5638,NA,1.0000
blurr_left - normal_left,0.4440,F3,1.2013,NA,1.0000
blurr_left - normal_left,0.4440,Fz,0.6215,NA,1.0000
blurr_left - normal_left,0.4440,F4,-3.5250,NA,1.0000
blurr_left - normal_left,0.4440,F6,-2.5291,NA,1.0000
blurr_left - normal_left,0.4440,F8,2.6509,NA,1.0000
blurr_left - normal_left,0.4440,F10,1.5640,NA,1.0000
blurr_left - normal_left,0.4440,FT7,1.4269,NA,1.0000
blurr_left - normal_left,0.4440,FC5,0.9100,NA,1.0000
blurr_left - normal_left,0.4440,FC3,2.1272,NA,1.0000
blurr_left - normal_left,0.4440,FC1,2.9340,NA,1.0000
blurr_left - normal_left,0.4440,FC2,-6.4270,NA,1.0000
blurr_left - normal_left,0.4440,FC4,-3.4597,NA,1.0000
blurr_left - normal_left,0.4440,FC6,0.0281,NA,1.0000
blurr_left - normal_left,0.4440,FT8,9.8457,NA,1.0000
blurr_left - normal_left,0.4440,T7,1.6898,NA,1.0000
blurr_left - normal_left,0.4440,C5,0.4936,NA,1.0000
blurr_left - normal_left,0.4440,C3,1.8220,NA,1.0000
blurr_left - normal_left,0.4440,C1,1.2797,NA,1.0000
blurr_left - normal_left,0.4440,Cz,-0.9480,NA,1.0000
blurr_left - normal_left,0.4440,C2,-3.5970,NA,1.0000
blurr_left - normal_left,0.4440,C4,-2.4904,NA,1.0000
blurr_left - normal_left,0.4440,C6,0.8028,NA,1.0000
blurr_left - normal_left,0.4440,T8,1.6300,NA,1.0000
blurr_left - normal_left,0.4440,TP9,-0.4503,NA,1.0000
blurr_left - normal_left,0.4440,TP7,0.7494,NA,1.0000
blurr_left - normal_left,0.4440,CP5,-0.6274,NA,1.0000
blurr_left - normal_left,0.4440,CP3,-3.7628,NA,1.0000
blurr_left - normal_left,0.4440,CP1,-7.4725,NA,1.0000
blurr_left - normal_left,0.4440,CPz,-3.3546,NA,1.0000
blurr_left - normal_left,0.4440,CP2,-2.3874,NA,1.0000
blurr_left - normal_left,0.4440,CP4,-0.8639,NA,1.0000
blurr_left - normal_left,0.4440,CP6,0.5219,NA,1.0000
blurr_left - normal_left,0.4440,TP8,1.9452,NA,1.0000
blurr_left - normal_left,0.4440,TP10,39.2916,pos_93,1.0000
blurr_left - normal_left,0.4440,P7,-1.2065,NA,1.0000
blurr_left - normal_left,0.4440,P5,-5.0637,NA,1.0000
blurr_left - normal_left,0.4440,P3,-12.5217,NA,1.0000
blurr_left - normal_left,0.4440,Pz,-3.4356,NA,1.0000
blurr_left - normal_left,0.4440,P4,-0.8785,NA,1.0000
blurr_left - normal_left,0.4440,P6,0.1271,NA,1.0000
blurr_left - normal_left,0.4440,P8,1.7736,NA,1.0000
blurr_left - normal_left,0.4440,PO9,0.2197,NA,1.0000
blurr_left - normal_left,0.4440,PO7,-0.9048,NA,1.0000
blurr_left - normal_left,0.4440,PO3,-2.9090,NA,1.0000
blurr_left - normal_left,0.4440,POz,-1.2164,NA,1.0000
blurr_left - normal_left,0.4440,PO4,-0.6943,NA,1.0000
blurr_left - normal_left,0.4440,PO8,0.4401,NA,1.0000
blurr_left - normal_left,0.4440,PO10,0.8277,NA,1.0000
blurr_left - normal_left,0.4440,O1,-0.3574,NA,1.0000
blurr_left - normal_left,0.4440,Oz,-0.1664,NA,1.0000
blurr_left - normal_left,0.4440,O2,-0.0177,NA,1.0000
blurr_left - normal_left,0.4460,Fp1,0.5863,NA,1.0000
blurr_left - normal_left,0.4460,Fpz,0.8711,NA,1.0000
blurr_left - normal_left,0.4460,Fp2,-1.0861,NA,1.0000
blurr_left - normal_left,0.4460,AF7,0.4225,NA,1.0000
blurr_left - normal_left,0.4460,AF3,0.8812,NA,1.0000
blurr_left - normal_left,0.4460,AFz,0.6892,NA,1.0000
blurr_left - normal_left,0.4460,AF4,0.2091,NA,1.0000
blurr_left - normal_left,0.4460,AF8,-0.7691,NA,1.0000
blurr_left - normal_left,0.4460,F9,1.4679,NA,1.0000
blurr_left - normal_left,0.4460,F7,1.1341,NA,1.0000
blurr_left - normal_left,0.4460,F5,0.5490,NA,1.0000
blurr_left - normal_left,0.4460,F3,1.2996,NA,1.0000
blurr_left - normal_left,0.4460,Fz,0.7613,NA,1.0000
blurr_left - normal_left,0.4460,F4,-5.3100,NA,1.0000
blurr_left - normal_left,0.4460,F6,-2.5799,NA,1.0000
blurr_left - normal_left,0.4460,F8,3.0262,NA,1.0000
blurr_left - normal_left,0.4460,F10,1.1119,NA,1.0000
blurr_left - normal_left,0.4460,FT7,1.3533,NA,1.0000
blurr_left - normal_left,0.4460,FC5,0.9118,NA,1.0000
blurr_left - normal_left,0.4460,FC3,2.4328,NA,1.0000
blurr_left - normal_left,0.4460,FC1,4.7405,NA,1.0000
blurr_left - normal_left,0.4460,FC2,-4.1303,NA,1.0000
blurr_left - normal_left,0.4460,FC4,-2.7560,NA,1.0000
blurr_left - normal_left,0.4460,FC6,0.1072,NA,1.0000
blurr_left - normal_left,0.4460,FT8,83.0133,pos_94,1.0000
blurr_left - normal_left,0.4460,T7,1.2603,NA,1.0000
blurr_left - normal_left,0.4460,C5,0.4797,NA,1.0000
blurr_left - normal_left,0.4460,C3,2.4381,NA,1.0000
blurr_left - normal_left,0.4460,C1,1.0041,NA,1.0000
blurr_left - normal_left,0.4460,Cz,-0.7712,NA,1.0000
blurr_left - normal_left,0.4460,C2,-2.9114,NA,1.0000
blurr_left - normal_left,0.4460,C4,-2.0952,NA,1.0000
blurr_left - normal_left,0.4460,C6,0.8538,NA,1.0000
blurr_left - normal_left,0.4460,T8,1.9209,NA,1.0000
blurr_left - normal_left,0.4460,TP9,-0.4070,NA,1.0000
blurr_left - normal_left,0.4460,TP7,0.6236,NA,1.0000
blurr_left - normal_left,0.4460,CP5,-0.6635,NA,1.0000
blurr_left - normal_left,0.4460,CP3,-4.6009,NA,1.0000
blurr_left - normal_left,0.4460,CP1,-5.3017,NA,1.0000
blurr_left - normal_left,0.4460,CPz,-2.8678,NA,1.0000
blurr_left - normal_left,0.4460,CP2,-2.1422,NA,1.0000
blurr_left - normal_left,0.4460,CP4,-0.8662,NA,1.0000
blurr_left - normal_left,0.4460,CP6,0.5732,NA,1.0000
blurr_left - normal_left,0.4460,TP8,2.5091,NA,1.0000
blurr_left - normal_left,0.4460,TP10,37.0376,pos_93,1.0000
blurr_left - normal_left,0.4460,P7,-1.1693,NA,1.0000
blurr_left - normal_left,0.4460,P5,-6.3726,NA,1.0000
blurr_left - normal_left,0.4460,P3,-18.1760,neg_167,1.0000
blurr_left - normal_left,0.4460,Pz,-3.1562,NA,1.0000
blurr_left - normal_left,0.4460,P4,-0.9710,NA,1.0000
blurr_left - normal_left,0.4460,P6,0.1015,NA,1.0000
blurr_left - normal_left,0.4460,P8,2.2190,NA,1.0000
blurr_left - normal_left,0.4460,PO9,0.2058,NA,1.0000
blurr_left - normal_left,0.4460,PO7,-1.1405,NA,1.0000
blurr_left - normal_left,0.4460,PO3,-2.9538,NA,1.0000
blurr_left - normal_left,0.4460,POz,-1.2711,NA,1.0000
blurr_left - normal_left,0.4460,PO4,-0.8788,NA,1.0000
blurr_left - normal_left,0.4460,PO8,0.4464,NA,1.0000
blurr_left - normal_left,0.4460,PO10,0.9057,NA,1.0000
blurr_left - normal_left,0.4460,O1,-0.3849,NA,1.0000
blurr_left - normal_left,0.4460,Oz,-0.1503,NA,1.0000
blurr_left - normal_left,0.4460,O2,-0.0180,NA,1.0000
blurr_left - normal_left,0.4480,Fp1,0.5625,NA,1.0000
blurr_left - normal_left,0.4480,Fpz,0.9640,NA,1.0000
blurr_left - normal_left,0.4480,Fp2,-0.6893,NA,1.0000
blurr_left - normal_left,0.4480,AF7,0.4515,NA,1.0000
blurr_left - normal_left,0.4480,AF3,0.9462,NA,1.0000
blurr_left - normal_left,0.4480,AFz,0.7859,NA,1.0000
blurr_left - normal_left,0.4480,AF4,0.9007,NA,1.0000
blurr_left - normal_left,0.4480,AF8,-0.7257,NA,1.0000
blurr_left - normal_left,0.4480,F9,1.3909,NA,1.0000
blurr_left - normal_left,0.4480,F7,1.1403,NA,1.0000
blurr_left - normal_left,0.4480,F5,0.5756,NA,1.0000
blurr_left - normal_left,0.4480,F3,1.4318,NA,1.0000
blurr_left - normal_left,0.4480,Fz,1.0085,NA,1.0000
blurr_left - normal_left,0.4480,F4,-18.7467,neg_152,1.0000
blurr_left - normal_left,0.4480,F6,-3.1106,NA,1.0000
blurr_left - normal_left,0.4480,F8,3.5459,NA,1.0000
blurr_left - normal_left,0.4480,F10,0.9277,NA,1.0000
blurr_left - normal_left,0.4480,FT7,1.3117,NA,1.0000
blurr_left - normal_left,0.4480,FC5,0.9604,NA,1.0000
blurr_left - normal_left,0.4480,FC3,3.0171,NA,1.0000
blurr_left - normal_left,0.4480,FC1,13.9157,pos_95,1.0000
blurr_left - normal_left,0.4480,FC2,-2.9772,NA,1.0000
blurr_left - normal_left,0.4480,FC4,-2.2957,NA,1.0000
blurr_left - normal_left,0.4480,FC6,0.1939,NA,1.0000
blurr_left - normal_left,0.4480,FT8,21.4984,pos_94,1.0000
blurr_left - normal_left,0.4480,T7,0.9708,NA,1.0000
blurr_left - normal_left,0.4480,C5,0.4876,NA,1.0000
blurr_left - normal_left,0.4480,C3,3.9947,NA,1.0000
blurr_left - normal_left,0.4480,C1,0.8065,NA,1.0000
blurr_left - normal_left,0.4480,Cz,-0.6315,NA,1.0000
blurr_left - normal_left,0.4480,C2,-2.4274,NA,1.0000
blurr_left - normal_left,0.4480,C4,-1.7734,NA,1.0000
blurr_left - normal_left,0.4480,C6,0.9685,NA,1.0000
blurr_left - normal_left,0.4480,T8,2.5313,NA,1.0000
blurr_left - normal_left,0.4480,TP9,-0.3287,NA,1.0000
blurr_left - normal_left,0.4480,TP7,0.4994,NA,1.0000
blurr_left - normal_left,0.4480,CP5,-0.7110,NA,1.0000
blurr_left - normal_left,0.4480,CP3,-6.1016,NA,1.0000
blurr_left - normal_left,0.4480,CP1,-4.0094,NA,1.0000
blurr_left - normal_left,0.4480,CPz,-2.4959,NA,1.0000
blurr_left - normal_left,0.4480,CP2,-1.9609,NA,1.0000
blurr_left - normal_left,0.4480,CP4,-0.8687,NA,1.0000
blurr_left - normal_left,0.4480,CP6,0.6227,NA,1.0000
blurr_left - normal_left,0.4480,TP8,3.7090,NA,1.0000
blurr_left - normal_left,0.4480,TP10,51.9972,pos_93,1.0000
blurr_left - normal_left,0.4480,P7,-1.1340,NA,1.0000
blurr_left - normal_left,0.4480,P5,-7.7418,NA,1.0000
blurr_left - normal_left,0.4480,P3,-26.5295,neg_167,1.0000
blurr_left - normal_left,0.4480,Pz,-2.9687,NA,1.0000
blurr_left - normal_left,0.4480,P4,-1.0866,NA,1.0000
blurr_left - normal_left,0.4480,P6,0.0598,NA,1.0000
blurr_left - normal_left,0.4480,P8,3.1805,NA,1.0000
blurr_left - normal_left,0.4480,PO9,0.1093,NA,1.0000
blurr_left - normal_left,0.4480,PO7,-1.6605,NA,1.0000
blurr_left - normal_left,0.4480,PO3,-3.3207,NA,1.0000
blurr_left - normal_left,0.4480,POz,-1.4186,NA,1.0000
blurr_left - normal_left,0.4480,PO4,-1.2422,NA,1.0000
blurr_left - normal_left,0.4480,PO8,0.4378,NA,1.0000
blurr_left - normal_left,0.4480,PO10,1.0066,NA,1.0000
blurr_left - normal_left,0.4480,O1,-0.5152,NA,1.0000
blurr_left - normal_left,0.4480,Oz,-0.1908,NA,1.0000
blurr_left - normal_left,0.4480,O2,-0.0644,NA,1.0000
blurr_left - normal_left,0.4500,Fp1,0.5846,NA,1.0000
blurr_left - normal_left,0.4500,Fpz,1.1414,NA,1.0000
blurr_left - normal_left,0.4500,Fp2,-0.1164,NA,1.0000
blurr_left - normal_left,0.4500,AF7,0.5188,NA,1.0000
blurr_left - normal_left,0.4500,AF3,1.0705,NA,1.0000
blurr_left - normal_left,0.4500,AFz,0.9265,NA,1.0000
blurr_left - normal_left,0.4500,AF4,1.8639,NA,1.0000
blurr_left - normal_left,0.4500,AF8,-0.6232,NA,1.0000
blurr_left - normal_left,0.4500,F9,1.4139,NA,1.0000
blurr_left - normal_left,0.4500,F7,1.1994,NA,1.0000
blurr_left - normal_left,0.4500,F5,0.6424,NA,1.0000
blurr_left - normal_left,0.4500,F3,1.5820,NA,1.0000
blurr_left - normal_left,0.4500,Fz,1.4307,NA,1.0000
blurr_left - normal_left,0.4500,F4,-8.1977,NA,1.0000
blurr_left - normal_left,0.4500,F6,-1.7933,NA,1.0000
blurr_left - normal_left,0.4500,F8,4.3919,NA,1.0000
blurr_left - normal_left,0.4500,F10,0.9219,NA,1.0000
blurr_left - normal_left,0.4500,FT7,1.3027,NA,1.0000
blurr_left - normal_left,0.4500,FC5,1.0600,NA,1.0000
blurr_left - normal_left,0.4500,FC3,4.1117,NA,1.0000
blurr_left - normal_left,0.4500,FC1,16.0075,pos_95,1.0000
blurr_left - normal_left,0.4500,FC2,-2.3499,NA,1.0000
blurr_left - normal_left,0.4500,FC4,-2.0063,NA,1.0000
blurr_left - normal_left,0.4500,FC6,0.2955,NA,1.0000
blurr_left - normal_left,0.4500,FT8,17.1237,pos_94,1.0000
blurr_left - normal_left,0.4500,T7,0.7767,NA,1.0000
blurr_left - normal_left,0.4500,C5,0.5170,NA,1.0000
blurr_left - normal_left,0.4500,C3,10.5862,NA,1.0000
blurr_left - normal_left,0.4500,C1,0.6564,NA,1.0000
blurr_left - normal_left,0.4500,Cz,-0.5366,NA,1.0000
blurr_left - normal_left,0.4500,C2,-2.1111,NA,1.0000
blurr_left - normal_left,0.4500,C4,-1.5546,NA,1.0000
blurr_left - normal_left,0.4500,C6,1.1373,NA,1.0000
blurr_left - normal_left,0.4500,T8,4.1079,NA,1.0000
blurr_left - normal_left,0.4500,TP9,-0.2397,NA,1.0000
blurr_left - normal_left,0.4500,TP7,0.3952,NA,1.0000
blurr_left - normal_left,0.4500,CP5,-0.7738,NA,1.0000
blurr_left - normal_left,0.4500,CP3,-8.7377,NA,1.0000
blurr_left - normal_left,0.4500,CP1,-3.2558,NA,1.0000
blurr_left - normal_left,0.4500,CPz,-2.2337,NA,1.0000
blurr_left - normal_left,0.4500,CP2,-1.8462,NA,1.0000
blurr_left - normal_left,0.4500,CP4,-0.8742,NA,1.0000
blurr_left - normal_left,0.4500,CP6,0.6660,NA,1.0000
blurr_left - normal_left,0.4500,TP8,6.8013,NA,1.0000
blurr_left - normal_left,0.4500,TP10,10.2670,NA,1.0000
blurr_left - normal_left,0.4500,P7,-1.1048,NA,1.0000
blurr_left - normal_left,0.4500,P5,-8.1757,NA,1.0000
blurr_left - normal_left,0.4500,P3,-30.8870,neg_167,1.0000
blurr_left - normal_left,0.4500,Pz,-2.8720,NA,1.0000
blurr_left - normal_left,0.4500,P4,-1.2133,NA,1.0000
blurr_left - normal_left,0.4500,P6,0.0124,NA,1.0000
blurr_left - normal_left,0.4500,P8,6.0867,NA,1.0000
blurr_left - normal_left,0.4500,PO9,-0.1156,NA,1.0000
blurr_left - normal_left,0.4500,PO7,-2.7666,NA,1.0000
blurr_left - normal_left,0.4500,PO3,-4.1735,NA,1.0000
blurr_left - normal_left,0.4500,POz,-1.6829,NA,1.0000
blurr_left - normal_left,0.4500,PO4,-1.9907,NA,1.0000
blurr_left - normal_left,0.4500,PO8,0.4258,NA,1.0000
blurr_left - normal_left,0.4500,PO10,1.1680,NA,1.0000
blurr_left - normal_left,0.4500,O1,-0.7951,NA,1.0000
blurr_left - normal_left,0.4500,Oz,-0.2966,NA,1.0000
blurr_left - normal_left,0.4500,O2,-0.1585,NA,1.0000
blurr_left - normal_left,0.4520,Fp1,0.6619,NA,1.0000
blurr_left - normal_left,0.4520,Fpz,1.4182,NA,1.0000
blurr_left - normal_left,0.4520,Fp2,0.5635,NA,1.0000
blurr_left - normal_left,0.4520,AF7,0.6162,NA,1.0000
blurr_left - normal_left,0.4520,AF3,1.2669,NA,1.0000
blurr_left - normal_left,0.4520,AFz,1.0971,NA,1.0000
blurr_left - normal_left,0.4520,AF4,3.3321,NA,1.0000
blurr_left - normal_left,0.4520,AF8,-0.4723,NA,1.0000
blurr_left - normal_left,0.4520,F9,1.5459,NA,1.0000
blurr_left - normal_left,0.4520,F7,1.3092,NA,1.0000
blurr_left - normal_left,0.4520,F5,0.7412,NA,1.0000
blurr_left - normal_left,0.4520,F3,1.7337,NA,1.0000
blurr_left - normal_left,0.4520,Fz,2.1565,NA,1.0000
blurr_left - normal_left,0.4520,F4,-3.0980,NA,1.0000
blurr_left - normal_left,0.4520,F6,0.7616,NA,1.0000
blurr_left - normal_left,0.4520,F8,5.9475,NA,1.0000
blurr_left - normal_left,0.4520,F10,1.0646,NA,1.0000
blurr_left - normal_left,0.4520,FT7,1.3252,NA,1.0000
blurr_left - normal_left,0.4520,FC5,1.2068,NA,1.0000
blurr_left - normal_left,0.4520,FC3,6.3646,NA,1.0000
blurr_left - normal_left,0.4520,FC1,5.4690,NA,1.0000
blurr_left - normal_left,0.4520,FC2,-2.0073,NA,1.0000
blurr_left - normal_left,0.4520,FC4,-1.8392,NA,1.0000
blurr_left - normal_left,0.4520,FC6,0.4146,NA,1.0000
blurr_left - normal_left,0.4520,FT8,37.2197,pos_94,1.0000
blurr_left - normal_left,0.4520,T7,0.6395,NA,1.0000
blurr_left - normal_left,0.4520,C5,0.5651,NA,1.0000
blurr_left - normal_left,0.4520,C3,22.8020,pos_96,1.0000
blurr_left - normal_left,0.4520,C1,0.5345,NA,1.0000
blurr_left - normal_left,0.4520,Cz,-0.4834,NA,1.0000
blurr_left - normal_left,0.4520,C2,-1.9268,NA,1.0000
blurr_left - normal_left,0.4520,C4,-1.4311,NA,1.0000
blurr_left - normal_left,0.4520,C6,1.3362,NA,1.0000
blurr_left - normal_left,0.4520,T8,9.7108,NA,1.0000
blurr_left - normal_left,0.4520,TP9,-0.1695,NA,1.0000
